REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEOGRY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_SCORE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE TO HOME SCORE,Discharge to Home Score (Outcomes),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SARE_ARR,COMBINED DISCHARGE TO HOME,STANDARDIZED AND ADJUSTED RANDOM EFFECTS - HEART ARRHYTHMIA,Discharge to Home Standardized and Adjusted Random Effects - Heart Arrhythmia (Outcomes),Discharge to Home Standardized and Adjusted Random Effects - Heart Arrhythmia for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SARE_HA,COMBINED DISCHARGE TO HOME,STANDARDIZED AND ADJUSTED RANDOM EFFECTS - HEART ATTACK,Discharge to Home Standardized and Adjusted Random Effects - Heart Attack (Outcomes),Discharge to Home Standardized and Adjusted Random Effects - Heart Attack for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SARE_HF,COMBINED DISCHARGE TO HOME,STANDARDIZED AND ADJUSTED RANDOM EFFECTS - HEART FAILURE,Discharge to Home Standardized and Adjusted Random Effects - Heart Failure (Outcomes),Discharge to Home Standardized and Adjusted Random Effects - Heart Failure for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_AAA,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - ABDOMINAL AORTIC ANEURYSM REPAIR,Discharge to Home Standardized Random Effects - Abdominal Aortic Aneurysm Repair (Outcomes),Discharge to Home Standardized Random Effects - Abdominal Aortic Aneurysm Repair for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_ARR,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - HEART ARRHYTHMIA,Discharge to Home Standardized Random Effects - Heart Arrhythmia (Outcomes),Discharge to Home Standardized Random Effects - Heart Arrhythmia for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_HA,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - HEART ATTACK,Discharge to Home Standardized Random Effects - Heart Attack (Outcomes),Discharge to Home Standardized Random Effects - Heart Attack for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_CABG,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - HEART BYPASS SURGERY,Discharge to Home Standardized Random Effects - Heart Bypass Surgery (Outcomes),Discharge to Home Standardized Random Effects - Heart Bypass Surgery for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_HF,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - HEART FAILURE,Discharge to Home Standardized Random Effects - Heart Failure (Outcomes),Discharge to Home Standardized Random Effects - Heart Failure for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_PACE,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - PACEMAKER IMPLANTATION,Discharge to Home Standardized Random Effects - Pacemaker Implantation (Outcomes),Discharge to Home Standardized Random Effects - Pacemaker Implantation for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CDH_SRE_TAVR,COMBINED DISCHARGE TO HOME,STANDARDIZED RANDOM EFFECTS - TRANSCATHETER AORTIC VALVE REPLACEMENT,Discharge to Home Standardized Random Effects - Transcatheter Aortic Valve Replacement (Outcomes),Discharge to Home Standardized Random Effects - Transcatheter Aortic Valve Replacement for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_PRED,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME PREDICTED VALUE (FEE-FOR-SERVICE DATA),Discharge-to-Home Predicted Value (Fee-for-Service Data) (Outcomes),N/A,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_DHRE_SE,DISCHARGE TO HOME - RANDOM EFFECTS,DISCHARGE-TO-HOME RANDOM EFFECT STANDARD ERROR (FEE-FOR-SERVICE DATA),Discharge-to-Home Random Effect Standard Error (Fee-for-Service Data) (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,DOMAIN,CARDIOLOGY AND HEART SURGERY,D_CARD_USNR_METELIG,U.S. NEWS RANK,ELIGIBLE FOR METRO AREA-LEVEL RANK,Eligible for Metro Area-Level Rank (U.S. News Values),Eligible for Metro Area-Level Rank for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (U.S. News Values domain).,STRING,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,DOMAIN,CARDIOLOGY AND HEART SURGERY,D_CARD_USNR_STELIG,U.S. NEWS RANK,ELIGIBLE FOR STATE-LEVEL RANKINGS,Eligible for State-Level Rankings (U.S. News Values),Eligible for State-Level Rankings for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (U.S. News Values domain).,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_EXPOP_EORV,EXPERT OPINION WITH SPECIALISTS,EXPERT OPINION - RX VALUE (WEIGHTED SCORE),Expert Opinion - Rx Value (weighted score) (Process),N/A,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_EXPOP_EORV,EXPERT OPINION WITH SPECIALISTS,EXPERT OPINION - RX VALUE (WEIGHTED SCORE),Expert Opinion - Rx Value (weighted score) (Process),N/A,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_EXPOP_OVERALL,EXPERT OPINION WITH SPECIALISTS,OVERALL,Expert Opinion with Specialists (Process),N/A,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_EXPOP_OVERALL,EXPERT OPINION WITH SPECIALISTS,OVERALL,Expert Opinion with Specialists (Process),N/A,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HPR_OVERALL,HCAHPS - POINTS RECEIVED,OVERALL,HCAHPS - Points Received (Process),N/A,DECIMAL_1,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HPR_OVERALL,HCAHPS - POINTS RECEIVED,OVERALL,HCAHPS - Points Received (Process),N/A,DECIMAL_1,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HPR_OVERALL,HCAHPS - POINTS RECEIVED,OVERALL,HCAHPS - Points Received (Process),N/A,DECIMAL_1,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_HCAHPS_BAND,HCAHPS SCORE,BAND,HCAHPS Band (Process),Performance band assigned for Hcahps Score in the Cardiology And Heart Surgery specialty (Process domain).,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_HNC_PTSRCV,HCAHPS NURSE COMMUNICATION SCORE,POINTS RECEIVED,HCAHPS Nurse Communication - Points Received (Process),Points received for Hcahps Nurse Communication Score in the Cardiology And Heart Surgery specialty (Process domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_HNC_BAND,HCAHPS NURSE COMMUNICATION SCORE,BAND,HCAHPS Nurse Communication Band (Process),Performance band assigned for Hcahps Nurse Communication Score in the Cardiology And Heart Surgery specialty (Process domain).,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_HNC_NORM,HCAHPS NURSE COMMUNICATION SCORE,NORMALIZED SCORE,HCAHPS Nurse Communication Score - Normalized Score (Process),Normalized score for Hcahps Nurse Communication Score used in the Cardiology And Heart Surgery specialty ranking (Process domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HNC_OVERALL,HCAHPS NURSE COMMUNICATION SCORE,OVERALL,HCAHPS Nurse Communication Score (Process),HCAHPS Nurse Communication Score for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Process domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_HCAHPS_NORM,HCAHPS SCORE,NORMALIZED SCORE,HCAHPS Score - Normalized Score (Process),Normalized score for Hcahps Score used in the Cardiology And Heart Surgery specialty ranking (Process domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HCAHPS_OVERALL,HCAHPS SCORE,OVERALL,HCAHPS Score (Process),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HCAHPS_OVERALL,HCAHPS SCORE,OVERALL,HCAHPS Score (Process),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HCAHPS_OVERALL,HCAHPS SCORE,OVERALL,HCAHPS Score (Process),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HSTAR_OVERALL,HCAHPS STAR RATING,OVERALL,HCAHPS Star Rating (Process),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_HSTAR_OVERALL,HCAHPS STAR RATING,OVERALL,HCAHPS Star Rating (Process),N/A,DECIMAL_0,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_SVC_H,PATIENT SERVICES,HOSPICE,Hospice (Structure),N/A,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_SVC_H,PATIENT SERVICES,HOSPICE,Hospice Care (Structure),N/A,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_RE_AAA,COMBINED HOSPITAL READMISSION PREVENTION,RANDOM EFFECTS - ABDOMINAL AORTIC ANEURYSM REPAIR,Hospital Readmission Prevention Random Effects - Abdominal Aortic Aneurysm Repair (Outcomes),Hospital Readmission Prevention Random Effects - Abdominal Aortic Aneurysm Repair for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_RE_AVS,COMBINED HOSPITAL READMISSION PREVENTION,RANDOM EFFECTS - AORTIC VALVE SURGERY,Hospital Readmission Prevention Random Effects - Aortic Valve Surgery (Outcomes),Hospital Readmission Prevention Random Effects - Aortic Valve Surgery for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_RE_CABG,COMBINED HOSPITAL READMISSION PREVENTION,RANDOM EFFECTS - HEART BYPASS SURGERY,Hospital Readmission Prevention Random Effects - Heart Bypass Surgery (Outcomes),Hospital Readmission Prevention Random Effects - Heart Bypass Surgery for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_RE_PACE,COMBINED HOSPITAL READMISSION PREVENTION,RANDOM EFFECTS - PACEMAKER IMPLANTATION,Hospital Readmission Prevention Random Effects - Pacemaker Implantation (Outcomes),Hospital Readmission Prevention Random Effects - Pacemaker Implantation for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_RE_TAVR,COMBINED HOSPITAL READMISSION PREVENTION,RANDOM EFFECTS - TRANSCATHETER AORTIC VALVE REPLACEMENT,Hospital Readmission Prevention Random Effects - Transcatheter Aortic Valve Replacement (Outcomes),Hospital Readmission Prevention Random Effects - Transcatheter Aortic Valve Replacement for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_SRE_AAA,COMBINED HOSPITAL READMISSION PREVENTION,STANDARDIZED RANDOM EFFECTS - ABDOMINAL AORTIC ANEURYSM REPAIR,Hospital Readmission Prevention Standardized Random Effects - Abdominal Aortic Aneurysm Repair (Outcomes),Hospital Readmission Prevention Standardized Random Effects - Abdominal Aortic Aneurysm Repair for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_SRE_AVS,COMBINED HOSPITAL READMISSION PREVENTION,STANDARDIZED RANDOM EFFECTS - AORTIC VALVE SURGERY,Hospital Readmission Prevention Standardized Random Effects - Aortic Valve Surgery (Outcomes),Hospital Readmission Prevention Standardized Random Effects - Aortic Valve Surgery for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_SRE_CABG,COMBINED HOSPITAL READMISSION PREVENTION,STANDARDIZED RANDOM EFFECTS - HEART BYPASS SURGERY,Hospital Readmission Prevention Standardized Random Effects - Heart Bypass Surgery (Outcomes),Hospital Readmission Prevention Standardized Random Effects - Heart Bypass Surgery for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_SRE_PACE,COMBINED HOSPITAL READMISSION PREVENTION,STANDARDIZED RANDOM EFFECTS - PACEMAKER IMPLANTATION,Hospital Readmission Prevention Standardized Random Effects - Pacemaker Implantation (Outcomes),Hospital Readmission Prevention Standardized Random Effects - Pacemaker Implantation for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2026,2026-2027,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_CHRP_SRE_TAVR,COMBINED HOSPITAL READMISSION PREVENTION,STANDARDIZED RANDOM EFFECTS - TRANSCATHETER AORTIC VALVE REPLACEMENT,Hospital Readmission Prevention Standardized Random Effects - Transcatheter Aortic Valve Replacement (Outcomes),Hospital Readmission Prevention Standardized Random Effects - Transcatheter Aortic Valve Replacement for the Cardiology And Heart Surgery specialty in the 2026-2027 USNWR methodology (Outcomes domain).,DECIMAL_2,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_INT_OVERALL,INTENSIVISTS,OVERALL,Intensivists (Structure),N/A,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_INT_OVERALL,INTENSIVISTS,OVERALL,Intensivists (Structure),N/A,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_SVC_LTS,PATIENT SERVICES,LINGUISTIC/TRANSLATION SERVICES,Linguistic/translation services (Structure),N/A,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_SVC_LTS,PATIENT SERVICES,LINGUISTIC/TRANSLATION SERVICES,Linguistic/translation services (Structure),N/A,STRING,HIGHER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_ORMA,MORTALITY - RANDOM EFFECTS,MORTALITY - ODDS RATIO - MEDICARE ADVANTAGE,Mortality - Odds Ratio - Medicare Advantage (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_ORMA,MORTALITY - RANDOM EFFECTS,MORTALITY - ODDS RATIO - MEDICARE ADVANTAGE,Mortality - Odds Ratio - Medicare Advantage (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_ORFFS,MORTALITY - RANDOM EFFECTS,MORTALITY - ODDS RATIO - TRADITIONAL FEE-FOR-SERVICE,Mortality - Odds Ratio - Traditional Fee-for-Service (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_ORFFS,MORTALITY - RANDOM EFFECTS,MORTALITY - ODDS RATIO - TRADITIONAL FEE-FOR-SERVICE,Mortality - Odds Ratio - Traditional Fee-for-Service (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MPVWTMA,MORTALITY - RANDOM EFFECTS,MORTALITY - PATIENT VOLUME WITHOUT TRANSFERS - MEDICARE ADVANTAGE,Mortality - Patient Volume Without Transfers - Medicare Advantage (Outcomes),N/A,DECIMAL_0,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MPVWTMA,MORTALITY - RANDOM EFFECTS,MORTALITY - PATIENT VOLUME WITHOUT TRANSFERS - MEDICARE ADVANTAGE,Mortality - Patient Volume Without Transfers - Medicare Advantage (Outcomes),N/A,DECIMAL_0,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MPVWTTF,MORTALITY - RANDOM EFFECTS,MORTALITY - PATIENT VOLUME WITHOUT TRANSFERS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Patient Volume Without Transfers - Traditional Fee-for-Service (Outcomes),N/A,DECIMAL_0,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MPVWTTF,MORTALITY - RANDOM EFFECTS,MORTALITY - PATIENT VOLUME WITHOUT TRANSFERS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Patient Volume Without Transfers - Traditional Fee-for-Service (Outcomes),N/A,DECIMAL_0,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MREMA,MORTALITY - RANDOM EFFECTS,MORTALITY - RANDOM EFFECTS - MEDICARE ADVANTAGE,Mortality - Random Effects - Medicare Advantage (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MREMA,MORTALITY - RANDOM EFFECTS,MORTALITY - RANDOM EFFECTS - MEDICARE ADVANTAGE,Mortality - Random Effects - Medicare Advantage (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MRETFS,MORTALITY - RANDOM EFFECTS,MORTALITY - RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Random Effects - Traditional Fee-For-Service (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_MRETFS,MORTALITY - RANDOM EFFECTS,MORTALITY - RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Random Effects - Traditional Fee-For-Service (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_MRE_OVERALL,MORTALITY - RANDOM EFFECTS,OVERALL,Mortality - Random Effects (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,MEASURE,CARDIOLOGY AND HEART SURGERY,M_CARD_MRE_OVERALL,MORTALITY - RANDOM EFFECTS,OVERALL,Mortality - Random Effects (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_SE1,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - MEDICARE ADVANTAGE,Mortality - Standard Error for Random Effects - Medicare Advantage (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_SE1,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - MEDICARE ADVANTAGE,Mortality - Standard Error for Random Effects - Medicare Advantage (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_SE2,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_SE2,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_NORM11,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,Mortality First Normalization All Scaled (Outcomes),N/A,DECIMAL_0,LOWER,,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,S_CARD_MRE_NORM12,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,Mortality First Normalization Sub Scaled (Outcomes),N/A,DECIMAL_2,LOWER,,,,,
